Alapanyag neve,Elsődleges kategória,Másodlagos kategória,Fehérje,Zsír,Szénhidrát,Víz,Foszfor,Magnézium,Nátrium,Kalcium,B6 vitamin,Kolin,Niacin - B3 vitamin,C vitamin,Telített zsírsav,Többszörösen telített zsírsav,Vas,Cink,Réz,Mangán,Szelén,Rost,Cukor,Tiamin - B1 vitamin,Riboflavin - B2 vitamin,Pantoténsav - B5 vitamin,Folát,E vitamin,D vitamin,B12 vitamin,Egyszeresen telített zsírsav,Béta-karotin,Lutein+zeaxantin,K vitamin,A vitamin,Likopin,Alfa-karotin,Béta-kriptoxantin,koleszterin,Retinol,Folsav
útifű maghéj,"gyógynövények, virágok",n/a,0.0,0.0,88.0,0.0,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,
omlós tészta,gabonaipari termékek,tésztaalap,2.97,23.094,51.11,19.25,0.045,0.008,0.409,0.01,0.02,,0.001145,,9.596,3.292,0.00102,0.0002,4.4999999999999996e-05,0.00018099999999999998,4.0,1.8,,6.7e-05,5.2e-05,0.00031,25.0,5e-05,,,10.206,,,,,,,,,,18.0
tenger gyümölcsei mix,tenger gyümölcsei,tenger gyümölcsei,14.67,30000.499,3.57,78.98,0.198,0.019,0.601,0.039,0.01,0.065,0.00035,,0.187,0.192,0.0016200000000000001,0.00051,5.3e-05,8.5e-05,30.6,,,1.4999999999999999e-05,4e-05,0.000148,5.0,0.00068,1.0,11.28,0.12,,,0.2,90.0,,,,30.0,90.0,
négercsók,egyéb alapanyagok,egyéb,1.0,3.0,65.0,0.0,,,,,,,,,3.0,,,,,,,,24.0,,,,,,,,,,,,,,,,,,
almapaprika,zöldségek,paprikafélék,0.86,0.128,4.64,93.89,0.02,0.01,0.003,0.01,0.224,0.0055,0.00047999999999999996,0.0804,0.058,0.062,0.00034,0.00013000000000000002,6.6e-05,0.000122,,1.7,2.4,5.7e-05,2.8e-05,9.900000000000001e-05,10.0,0.00037,,,0.008,208.0,341.0,7.4,18.0,,21.0,7.0,,,
túró rudi,tejtermékek,egyéb tejtermék,9.0,15.0,39.0,0.0,,,0.11,,,,,,15.0,,,,,,,1.0,38.0,,,,,,,,,,,,,,,,,,
vegyes savanyúság,zöldségek,savanyúságok,1.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mojo szósz,ízesítők,fűszeres szósz,7.0,7.0,8.0,0.0,,,0.98,,,,,,7.0,,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,
almapüré,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.17,0.024,11.27,88.22,0.005,0.003,0.002,0.004,0.027,0.0022,8.400000000000001e-05,0.001,0.008,0.014,0.00023,2.9999999999999997e-05,2.7e-05,2.5e-05,0.3,1.1,9.39,2.6e-05,2.9999999999999997e-05,4.1e-05,3.0,0.00016,,,0.002,13.0,18.0,0.5,1.0,,,9.0,,,
pulykanyak,"húsok, belsőségek",pulyka,16.51,115004.949,0.0,75.92,0.16,0.015,0.233,0.024,0.364,0.054,0.004924,,1.647,1.478,0.00101,0.0033900000000000002,0.00014199999999999998,5.6e-05,28.6,,,5.1e-05,0.000211,0.0008010000000000001,5.0,0.00011999999999999999,13.0,1.76,1.824,,,,13.0,,,,115.0,13.0,
hulala cucina főzőkrém,egyéb alapanyagok,egyéb,3.0,2022.0,8.0,0.0,,,0.06,,,,,,22.0,,,,,,,,4.0,,,,,,,,,,,,,,,,2.0,,
cider,italok,alkoholos ital,0.07,0.0,2.72,86.58,0.02,0.011,0.005,0.008,0.054,0.005,0.000166,,,,0.00037,0.00013000000000000002,7e-06,0.000124,0.2,,0.79,5e-06,2.3e-05,3.7e-05,1.0,,,,,,,,,,,,,,
afrikai harcsa,halak,édesvizi hal,15.23,55005.002,0.0,79.06,0.204,0.019,0.098,0.008,0.154,0.065,0.002105,,1.31,1.119,0.00023,0.00047999999999999996,3.2e-05,1.4999999999999999e-05,8.2,,,2e-05,8.3e-05,0.00067,10.0,0.0008100000000000001,9.0,2.88,2.573,,,2.1,,,,,55.0,,
angolszalonna,"felvágottak, húskrémek",szalonna,17.0,3.0,1.0,0.0,,,1.8,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
arab hétfűszerkeverék,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barna mártás,ízesítők,"mártás, öntet",0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cappuccino por,italok,kávé,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
császárkörte aroma,ízesítők,aroma,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
császárszalonna,"felvágottak, húskrémek",szalonna,13.66,66034.294,0.0,46.74,0.166,0.013,0.751,0.006,0.266,0.047799999999999995,0.004022,,12.615,5.757,0.00038,0.00114,4.6e-05,1.2e-05,20.1,,0.35,0.00027600000000000004,8.1e-05,0.000555,,0.00043,16.0,0.5,15.922,,,,11.0,,,,66.0,11.0,
desszertbor,italok,alkoholos ital,0.2,0.0,13.69,70.51,0.009,0.009,0.009,0.008,,0.005,0.000213,,,,0.00023999999999999998,7.000000000000001e-05,4.4999999999999996e-05,0.00011899999999999999,0.5,,7.78,1.7999999999999997e-05,1.7999999999999997e-05,3.2e-05,,,,,,,,,,,,,,,
cukormentes befőzőcukor,édesítők,cukrok,0.0,0.0,97.0,0.0,,,0.17,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,
durumliszt,gabonaipari termékek,lisztek,13.68,1.776,71.13,10.94,0.508,0.144,0.002,0.034,0.419,,0.006738,,0.454,0.978,0.00352,0.0041600000000000005,0.000553,0.003012,89.4,,,0.000419,0.000121,0.0009350000000000001,43.0,,,,0.344,,,,,,,,,,
édes-savanyú mártás,ízesítők,"mártás, öntet",0.27,0.0,38.22,60.27,0.007,0.008,0.539,0.01,0.053,0.0024,0.000187,0.0087,,,0.00020999999999999998,8.999999999999999e-05,7.9e-05,0.000761,0.4,0.1,18.75,4.8e-05,1.9e-05,9.3e-05,8.0,1e-05,,,,6.0,,0.2,1.0,,,,,,
feketebabszósz,ízesítők,fűszeres szósz,5.0,0.0,20.0,0.0,,,6.546,,,,,,,,,,,,,5.0,10.0,,,,,,,,,,,,,,,,,,
fenyőcsúcs,"gyógynövények, virágok",n/a,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
füstölt lapocka,"felvágottak, húskrémek",sonkák,16.0,5.0,0.0,0.0,,,0.98,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
füstölt tarja,"húsok, belsőségek",sertés,16.0,5.0,0.0,0.0,,,1.5,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
glutén,gabonaipari termékek,egyéb,75.16,1.238,13.79,8.2,0.26,0.025,0.029,0.142,,,,,0.272,0.81,0.0052,0.00085,0.000182,,39.7,0.6,,,,,,,,,0.156,,,,,,,,,,
kínai zöldségkeverék,zöldségek,egyéb zöldségkészítmény,1.0,0.0,3.0,0.0,,,0.02,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
kókuszcukor,édesítők,cukrok,1.0,0.0,96.0,0.0,,,0.072,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,
konzerv vagdalthús,"felvágottak, húskrémek",egyéb húskészítmény,12.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maláj aszaltszilva mártás,ízesítők,"mártás, öntet",0.0,0.0,19.0,0.0,,0.004,0.17,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,
nori lap,zöldségek,egyéb zöldségkészítmény,5.81,0.196,5.11,85.03,0.058,0.002,0.048,0.07,0.159,0.0104,0.00147,0.039,0.061,0.11,0.0018,0.0010500000000000002,0.000264,0.000988,0.7,0.3,0.49,9.800000000000001e-05,0.000446,0.000521,146.0,0.001,,,0.025,3121.0,,4.0,260.0,,,,,,
paradicsomszósz,ízesítők,"mártás, öntet",1.2,0.207,5.31,91.28,0.027,0.015,0.474,0.014,0.098,0.0099,0.000991,0.007,0.041,0.121,0.0009599999999999999,0.00022,0.000115,0.00011300000000000001,0.6,1.5,3.56,2.4e-05,6.500000000000001e-05,0.000309,9.0,0.0014399999999999999,,,0.045,259.0,24.0,2.8,22.0,13895.0,,3.0,,,
prosecco - habzóbor,italok,alkoholos ital,0.07,0.0,3.74,86.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rétes fix,egyéb alapanyagok,egyéb,0.0,0.0,96.0,0.0,,,0.07,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,
tejszínes-gombás szósz,ízesítők,"mártás, öntet",0.0,2.0,4.0,0.0,,,0.35,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
thai zöldségkeverék,zöldségek,egyéb zöldségkészítmény,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tojáspótló por,növényi tejtermékek,n/a,0.0,0.0,81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tönkölybúzapehely,gabonaipari termékek,"pehely, korpa, csíra",12.0,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akácvirág,"gyógynövények, virágok",gyógynövény,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
borjúbríz,"húsok, belsőségek",borjú,17.21,250001.81,0.0,79.16,0.533,0.023,0.067,0.003,0.035,,0.00477,0.0492,0.806,0.229,0.0010500000000000002,0.00155,7.9e-05,1.7999999999999997e-05,16.1,,,6.900000000000001e-05,0.000188,0.00123,22.0,8.999999999999999e-05,,3.33,0.775,,,,,,,,250.0,,
disznósajt,"felvágottak, húskrémek",egyéb húskészítmény,13.83,69010.137,0.0,73.84,0.056,0.009,0.941,0.016,0.19,0.1041,0.00044,,3.402,1.134,0.0015,0.0009699999999999999,0.000122,,0.1,,,2.3e-05,0.000115,,2.0,0.00025,37.0,1.05,5.601,,,3.4,,,,,69.0,,
cukormentes fagylalt,egyéb alapanyagok,egyéb,3.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marhanyak,"húsok, belsőségek",marha,21.75,64004.48,0.16,72.51,0.213,0.021,0.08,0.013,0.567,0.0718,0.0050030000000000005,,1.86,0.3,0.00212,0.00543,8.8e-05,1.4e-05,24.2,,,8e-05,0.00017,0.000665,3.0,0.00017,4.0,2.3,2.32,,,1.5,2.0,,,,64.0,2.0,
ras el hanout,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rogan josh fűszerkeverék,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snickers szelet,édesítők,"cukorka, csokoládé",7.53,13019.958,61.51,5.55,0.19,0.072,0.239,0.093,0.09,0.0385,0.0036,0.0005,9.069,3.014,0.0007199999999999999,0.0025,0.00027,0.00035,7.8,2.3,50.47,5.9999999999999995e-05,0.00013000000000000002,0.0005899999999999999,27.0,0.0015,,0.16,7.875,6.0,16.0,1.9,46.0,,,,13.0,45.0,6.0
szójaolaj,zsiradékok,növényi eredetű zsiradék,0.0,95.454,0.0,0.0,,,,,,0.0002,,,15.084,58.932,5e-05,1e-05,,,,,,,,,,0.00818,,,21.438,,,183.9,,,,,,,
növényi tejföl,növényi tejtermékek,n/a,4.0,2.0,2.0,0.0,,,0.05,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
tandoori masala,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paradicsomos salsa,zöldségek,egyéb zöldségkészítmény,1.52,0.117,6.64,89.28,0.033,0.015,0.711,0.03,0.172,0.0128,0.001091,0.0019,0.021,0.078,0.00041999999999999996,0.00017999999999999998,6.6e-05,0.000112,0.9,1.9,4.01,3.3e-05,3.2e-05,0.000199,4.0,0.00128,,,0.018,276.0,204.0,4.3,23.0,6063.0,,,,,
toffifee,édesítők,"cukorka, csokoládé",5.0,12.0,58.0,0.0,,,0.1,,,,,,12.0,,,,,,,2.0,48.0,,,,,,,,,,,,,,,,,,
vízitorma,zöldségek,levélzöldség,2.3,0.07,1.29,95.11,0.06,0.021,0.041,0.12,0.129,0.009,0.0002,0.043,0.027,0.035,0.0002,0.00011,7.7e-05,0.000244,0.9,0.5,0.2,8.999999999999999e-05,0.00011999999999999999,0.00031,9.0,0.001,,,0.008,1914.0,5767.0,250.0,160.0,,,,,,
babpüré,zöldségek,egyéb zöldségkészítmény,5.0,0.0,13.0,0.0,,,0.522,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
chutney,ízesítők,fűszeres szósz,0.0,0.0,52.0,0.0,,,1.6,,,,,,,,,,,,,1.0,51.0,,,,,,,,,,,,,,,,,,
cukorszirup,édesítők,szirup,0.0,0.0,76.79,22.81,,0.001,0.062,0.013,,,,,,,,0.00044,,,0.7,,76.77,5.9e-05,,,,,,,,,,,,,,,,,
füstölt oldalas,"húsok, belsőségek",sertés,15.47,80020.024,0.0,59.75,0.141,0.016,0.081,0.015,0.574,0.0597,0.004662,,7.529,3.953,0.00091,0.0025,8e-05,1e-05,22.0,,,0.000319,0.000251,0.000625,,0.00037,91.0,0.38,8.542,,,,,,,,80.0,,
füstölt sertéscsülök,"húsok, belsőségek",sertés,18.62,66012.26,1.35,63.43,0.207,0.017,0.988,0.009,0.32,0.07390000000000001,0.004695,,4.371,1.746,0.0013700000000000001,0.00272,0.000161,2.2e-05,24.2,,0.79,0.000261,0.00017299999999999998,0.000519,1.0,0.00029,,0.55,6.143,,,,11.0,,,,66.0,11.0,
ízesített gabonapehely,gabonaipari termékek,"pehely, korpa, csíra",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natúr gabonapehely,gabonaipari termékek,"pehely, korpa, csíra",13.15,5.39,67.7,10.84,0.41,0.138,0.006,0.052,0.1,0.0404,0.001125,,1.11,2.3,0.00425,0.00364,0.000391,0.00363,28.9,10.1,0.99,0.00046,0.000155,0.0011200000000000001,32.0,0.00041999999999999996,,,1.98,,180.0,2.0,,,,,,,
gesztenyekrém,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.0,0.0,61.0,0.0,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,
kínai só,ízesítők,sófélék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
körtebefőtt,gyümölcsök,befőtt,0.19,0.015,15.17,84.46,0.007,0.004,0.005,0.005,0.014,0.0034,0.000154,0.0007,0.002,0.007,0.00028000000000000003,8e-05,4.9000000000000005e-05,3.3e-05,,1.6,12.1,1e-05,1.6e-05,2.2e-05,1.0,8e-05,,,0.006,,34.0,0.3,,,,,,,
licsi,gyümölcsök,egzotikus gyümölcs,0.83,0.351,16.53,81.76,0.031,0.01,0.001,0.005,0.1,0.0070999999999999995,0.000603,0.0715,0.099,0.132,0.00031,7.000000000000001e-05,0.000148,5.5e-05,0.6,1.3,15.23,1.1e-05,6.500000000000001e-05,,14.0,7.000000000000001e-05,,,0.12,,,0.4,,,,,,,
licsi konzerv,egyéb gyümölcsök,gyümölcskonzerv,0.83,0.351,16.53,81.76,0.031,0.01,0.001,0.005,0.1,0.0070999999999999995,0.000603,0.0715,0.099,0.132,0.00031,7.000000000000001e-05,0.000148,5.5e-05,0.6,1.3,15.23,1.1e-05,6.500000000000001e-05,,14.0,7.000000000000001e-05,,,0.12,,,0.4,,,,,,,
mangó chutney,"lekvár, dzsem",lekvár,0.0,0.0,52.0,0.0,,,1.6,,,,,,,,,,,,,1.0,51.0,,,,,,,,,,,,,,,,,,
melasz,édesítők,szirup,0.0,0.1,74.73,21.87,0.031,0.242,0.037,0.205,0.67,0.013300000000000001,0.00093,,0.018,0.05,0.004719999999999999,0.00029,0.00048699999999999997,0.0015300000000000001,17.8,,74.72,4.1e-05,2e-06,0.000804,,,,,0.032,,,,,,,,,,
növényi sajt,növényi tejtermékek,n/a,0.0,22.0,20.0,0.0,,,2.3,,,,,,12.0,1.0,,,,,,,,,,,,,,,9.0,,,,,,,,,,
sertésfej,"húsok, belsőségek",sertés,17.75,97031.12,0.0,46.05,0.05,0.008,0.063,0.018,0.37,,0.00206,,11.64,3.68,0.00099,0.00231,8.400000000000001e-05,1.1e-05,2.7,,,0.00020999999999999998,0.00011,0.0006730000000000001,5.0,,,0.88,15.8,,,,,,,,97.0,,
sertésháló,"húsok, belsőségek",sertés,0.0,95095.5,0.0,0.0,,,,,,0.0497,,,39.2,11.2,,0.00011,,,0.2,,,,,,,0.0006,102.0,,45.1,,,,,,,,95.0,,
tamarind paszta,ízesítők,fűszerkrém,2.8,0.512,62.5,31.4,0.113,0.092,0.028,0.074,0.066,0.0086,0.001938,0.0035,0.272,0.059,0.0028,0.0001,8.599999999999999e-05,,1.3,5.1,38.8,0.000428,0.000152,0.00014299999999999998,14.0,0.0001,,,0.181,18.0,,2.8,2.0,,,,,,
timsó,ízesítők,adalékanyag,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tokaszalonna,"felvágottak, húskrémek",szalonna,6.38,90066.26,0.0,22.19,0.086,0.003,0.025,0.004,0.09,,0.004535,,25.26,8.11,0.00041999999999999996,0.0008399999999999999,4e-05,5e-06,1.5,,,0.000386,0.000236,0.00025,1.0,0.00029,,0.82,32.89,,,,3.0,,,,90.0,3.0,
tyúkháj,"húsok, belsőségek",csirkehús,0.0,85095.4,0.0,0.2,,,,,,0.12240000000000001,,,29.8,20.9,,,,,0.2,,,,,,,0.0027,191.0,,44.7,,,,,,,,85.0,,
vad fűszerkeverék,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panko,gabonaipari termékek,egyéb,13.35,4.286,71.98,6.51,0.165,0.043,0.732,0.183,0.121,0.0146,0.006634,,1.203,2.06,0.00483,0.00145,0.000255,0.000919,25.2,4.5,6.2,0.000967,0.00040300000000000004,0.0005520000000000001,107.0,8e-05,,0.35,1.023,,,6.6,,,,,,,82.0
sárgabarackmag,magvak,egyéb magvak,21.4,49.736,18.67,4.51,0.481,0.268,0.019,0.236,0.115,0.0521,0.0035,,3.953,12.368,0.00328,0.00297,0.001027,0.001835,3.2,9.9,4.63,0.000191,0.0007109999999999999,0.000314,49.0,0.02375,,,33.415,4.0,1.0,,,,,,,,
konyak aroma,ízesítők,aroma,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakaóvaj,zsiradékok,növényi eredetű zsiradék,0.0,95.6,0.0,0.0,,,,,,0.0003,,,59.7,3.0,,,,,,,,,,,,0.0018,,,32.9,,,24.7,,,,,,,
mézes tortalap,gabonaipari termékek,tésztaalap,7.0,0.0,70.0,0.0,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,
tigrisrák,tenger gyümölcsei,tenger gyümölcsei,13.61,126000.737,0.91,83.01,0.244,0.022,0.566,0.054,0.161,0.0809,0.001778,,0.261,0.295,0.00020999999999999998,0.0009699999999999999,0.000182,2.9e-05,29.6,,,2e-05,1.4999999999999999e-05,0.00031,19.0,0.00132,2.0,1.11,0.181,,,0.3,54.0,,,,126.0,54.0,
gyöngytyúk,"húsok, belsőségek",csirkehús,23.4,74005.61,0.0,68.9,0.153,0.022,0.067,0.011,0.38,,0.007667,0.0013,1.77,1.41,0.0008399999999999999,0.00113,4.2999999999999995e-05,1.7999999999999997e-05,16.3,,,5.9e-05,0.000102,0.000879,5.0,,,0.34,2.43,,,,28.0,,,,74.0,28.0,
almakompót,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.18,0.213,16.84,82.28,0.006,0.003,0.003,0.004,0.044,0.0032,8.1e-05,0.0002,0.07,0.126,0.00023999999999999998,5e-05,5.1e-05,0.000165,0.3,2.0,14.84,8.999999999999999e-06,1e-05,3.2e-05,,0.00020999999999999998,,,0.017,24.0,18.0,0.6,3.0,,,18.0,,,
tagliatelle,tészták,olasz tészta,13.04,1.012,74.67,9.9,0.189,0.053,0.006,0.021,0.142,0.015099999999999999,0.007176999999999999,,0.277,0.564,0.0033,0.00141,0.000289,0.0009170000000000001,63.2,3.2,2.67,0.000891,0.0004,0.000431,237.0,0.00011,,,0.171,,18.0,0.1,,,,,,,219.0
savanyúkáposztalé,zöldségek,savanyúságok,1.0,0.0,1.0,99.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karob por,magvak,egyéb magvak,4.62,0.503,88.88,3.58,0.079,0.054,0.035,0.348,0.366,0.0119,0.001897,0.0002,0.09,0.216,0.00294,0.00092,0.000571,0.000508,5.3,39.8,49.08,5.3e-05,0.00046100000000000004,4.7e-05,29.0,0.00063,,,0.197,8.0,,,1.0,,,,,,
halrudacska,halak,halkészítmények,11.01,28014.75,21.66,49.5,0.191,0.025,0.402,0.016,0.078,0.0428,0.001536,,3.733,7.824,0.0008399999999999999,0.00041999999999999996,5.9e-05,0.000182,15.7,1.5,1.65,0.000122,0.000116,0.000272,24.0,0.00688,1.0,0.96,3.193,3.0,42.0,4.7,4.0,,,2.0,28.0,3.0,
vízigesztenye,zöldségek,egyéb zöldségkészítmény,0.88,0.043,12.3,86.42,0.019,0.005,0.008,0.004,0.159,0.0185,0.00035999999999999997,0.0013,0.016,0.026,0.00087,0.00038,0.0001,0.000161,0.7,2.5,2.46,1.1e-05,2.4e-05,0.000221,6.0,0.0005,,,0.001,,,0.2,,,,,,,
oreo keksz,gabonaipari termékek,"keksz, piskóta",4.78,8.13,70.23,1.57,0.103,0.048,0.528,0.024,0.032,,0.001845,,4.14,0.82,0.004900000000000001,0.00123,0.00027,,,3.2,36.0,0.000122,0.000165,3.5999999999999994e-05,30.0,,,0.02,3.17,,,,,,,,,,
baileys,italok,alkoholos ital,2.8,58014.791,20.9,46.5,0.05,0.002,0.092,0.016,0.011,0.0081,7.8e-05,0.0002,9.664,0.669,0.00013000000000000002,0.00016,4e-05,6e-06,0.4,,19.76,1.1e-05,5.7e-05,8.7e-05,2.0,0.00045,,0.08,4.458,30.0,,1.3,173.0,,,,58.0,171.0,
raffaello golyó,édesítők,"cukorka, csokoládé",8.0,29.0,37.0,0.0,,,0.113,,,,,,29.0,,,,,,,,32.0,,,,,,,,,,,,,,,,,,
biryani masala,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kacsaaprólék,"húsok, belsőségek",kacsa,11.49,76036.99,0.0,48.5,0.139,0.015,0.063,0.011,0.19,0.031,0.003934,0.0028,13.22,5.08,0.0024,0.00136,0.000236,1.7e-05,12.4,,,0.00019700000000000002,0.00020999999999999998,0.0009509999999999999,13.0,0.0007,26.0,0.25,18.69,,,5.5,50.0,,,,76.0,50.0,
vajhal,halak,tengeri hal,17.28,65007.35,0.0,74.13,0.24,0.025,0.089,0.022,0.3,,0.0045,,3.38,0.59,0.0005,0.0007700000000000001,5.4e-05,1.4999999999999999e-05,36.5,,,0.00011999999999999999,0.00015,0.00075,15.0,,,1.9,3.38,,,,30.0,,,,65.0,30.0,
szelénes kalciton,ízesítők,adalékanyag,20.0,0.0,38.0,0.0,,,,0.043,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,
ánizsolaj,zsiradékok,növényi eredetű zsiradék,0.0,95.6,0.0,0.0,,,,,,0.0002,,,14.2,41.7,,,,,,,,,,,,0.0014,,,39.7,,,13.6,,,,,,,
libaaprólék,"húsok, belsőségek",liba,15.86,80031.31,0.0,49.66,0.234,0.018,0.073,0.012,0.39,,0.003608,0.004200000000000001,9.78,3.76,0.0025,0.00172,0.00027,2e-05,14.4,,,8.5e-05,0.000245,0.001294,4.0,,,0.34,17.77,,,,17.0,,,,80.0,17.0,
hollandi mártás,ízesítők,"mártás, öntet",1.0,4.0,2.0,0.0,,,0.5,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
árpaliszt,gabonaipari termékek,különleges liszt,10.5,1.311,74.52,12.11,0.296,0.096,0.004,0.032,0.396,0.0378,0.006269,,0.335,0.771,0.00268,0.002,0.00034300000000000004,0.001034,37.7,10.1,0.8,0.00037,0.000114,0.000145,8.0,0.00057,,,0.205,,160.0,2.2,,,,,,,
pastrami,"felvágottak, húskrémek",sonkák,21.8,68004.944,0.36,69.53,0.175,0.017,1.078,0.01,0.221,0.08159999999999999,0.00426,0.0003,2.681,0.145,0.00222,0.00498,9.1e-05,2.7e-05,17.7,,0.1,5.2e-05,0.000161,0.000265,6.0,0.00011999999999999999,4.0,1.87,2.118,22.0,11.0,0.7,2.0,,,6.0,68.0,,
gyümölcskocsonya por,egyéb alapanyagok,egyéb,0.0,0.0,99.0,0.0,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,
kamut liszt,gabonaipari termékek,különleges liszt,14.54,1.03,70.58,11.07,0.364,0.13,0.005,0.022,0.259,0.0258,0.006375,,0.196,0.621,0.00377,0.00368,0.000506,0.002735,81.5,11.1,7.84,0.000566,0.000184,0.000949,,0.00061,,,0.213,5.0,301.0,1.8,1.0,,2.0,1.0,,,
gyümölcsízű italpor,egyéb alapanyagok,egyéb,0.45,0.0,87.38,1.84,1.239,0.003,0.404,1.047,,0.0001,,0.56,,,8e-05,,,1e-06,,0.1,,,,,,,,,,,,,,,,,,,
lenmagpehely,magvak,olajos magvak,18.29,39.92,28.88,6.96,0.642,0.392,0.03,0.255,0.473,0.0787,0.0030800000000000003,0.0006,3.663,28.73,0.005730000000000001,0.00434,0.00122,0.0024820000000000003,25.4,27.3,1.55,0.0016439999999999998,0.000161,0.000985,87.0,0.00031,,,7.527,,651.0,4.3,,,,,,,
csirkeaprólék,"húsok, belsőségek",csirkehús,18.33,90013.51,0.13,66.34,0.149,0.02,0.07,0.011,0.34,,0.006639,0.0026,4.24,3.19,0.00131,0.00148,6.4e-05,2.9e-05,11.8,,,6.1e-05,0.000186,0.001072,30.0,,,1.11,6.08,,,,232.0,,,,90.0,232.0,
füstölt lazac,halak,halkészítmények,18.28,23003.947,0.0,72.0,0.164,0.018,0.672,0.011,0.278,0.089,0.004719999999999999,,0.929,0.995,0.00085,0.00031,0.00023,1.7e-05,32.4,,,2.3e-05,0.000101,0.00087,2.0,0.00135,685.0,3.26,2.023,,,0.1,26.0,,,,23.0,26.0,
árvácska,"gyógynövények, virágok",kerti virág,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zöldségkeverék,zöldségek,egyéb zöldségkészítmény,3.33,0.364,13.47,82.08,0.059,0.024,0.047,0.025,0.096,,0.001252,0.0104,0.098,0.235,0.00095,0.00045,9.3e-05,0.000244,0.4,4.0,,0.000122,8.5e-05,0.000163,29.0,,,,0.031,,,,254.0,,,,,,
nocarb noodle,tészták,különleges tészta,0.0,0.0,0.0,0.0,,,0.01,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
mákliszt,gabonaipari termékek,különleges liszt,31.0,9.0,16.0,0.0,,,0.045,,,,,,1.0,8.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,
