Alapanyag neve,Elsődleges kategória,Másodlagos kategória,Foszfor,Magnézium,Nátrium,Kalcium,B6 vitamin,Kolin,Niacin - B3 vitamin,C vitamin,fehérje,telített zsírsav,többszörösen telített zsírsav,Vas,Cink,Réz,Mangán,Szelén,rost,cukor,víz,Tiamin - B1 vitamin,Riboflavin - B2 vitamin,Pantoténsav - B5 vitamin,Folát,E vitamin,D vitamin,B12 vitamin,egyszeresen telített zsírsav,Béta-karotin,Lutein+zeaxantin,K vitamin,A vitamin,Likopin,Alfa-karotin,Béta-kriptoxantin,koleszterin,Retinol,Folsav
édeskömény,zöldségek,egyéb zöldség,0.05,0.017,0.052,0.049,0.047,0.0132,0.00064,0.012,1.24,0.09,0.169,0.00073,0.0002,6.6e-05,0.000191,7e-07,3.1,3.93,90.21,1e-05,3.2e-05,0.000232,2.7e-05,0.00058,,,0.068,0.000578,0.000607,6.28e-05,4.8e-05,,,,,,
kávé,italok,kávé,0.007,0.08,0.014,0.002,0.002,0.0026,0.005207,0.0002,0.12,0.092,0.092,0.00013000000000000002,5e-05,5e-05,5e-05,,,,97.8,1e-06,0.000177,2.8e-05,1e-06,1e-05,,,,,,1.0000000000000001e-07,,,,,,,
zöldborsó,zöldségek,hüvelyesek,0.108,0.033,0.005,0.025,0.169,0.028399999999999998,0.00209,0.04,5.42,0.071,0.187,0.00147,0.00124,0.000176,0.00041,1.8000000000000001e-06,5.7,5.67,78.86,0.000266,0.000132,0.000104,6.5e-05,0.00013000000000000002,,,0.035,0.000449,0.002477,2.48e-05,3.8e-05,,2.1e-05,,,,
mandula,gyümölcsök,diófélék,0.481,0.268,0.019,0.236,0.115,0.0521,0.0035,,21.4,3.953,12.368,0.00328,0.00297,0.001027,0.001835,3.2000000000000003e-06,9.9,4.63,4.51,0.000191,0.0007109999999999999,0.000314,4.9e-05,0.02375,,,33.415,4e-06,1e-06,,,,,,,,
kesudió,gyümölcsök,diófélék,0.593,0.292,0.012,0.037,0.417,,0.001062,0.0005,18.22,7.783,7.845,0.006679999999999999,0.00578,0.002195,0.001655,1.99e-05,3.3,5.91,5.2,0.000423,5.8e-05,0.000864,2.5e-05,0.0009,,,23.797,,2.2e-05,3.41e-05,,,,,,,
kapor,ízesítők,friss fűszernövény,0.066,0.055,0.061,0.208,0.185,,0.00157,0.085,3.46,0.06,0.095,0.0065899999999999995,0.00091,0.000146,0.001264,,2.1,,85.95,5.8e-05,0.000296,0.000397,0.00015,,,,0.802,,,,0.000386,,,,,,
gomba,gombák,erdei gomba,0.086,0.009,0.005,0.003,0.104,0.0173,0.0036070000000000004,0.0021000000000000003,3.09,0.05,0.16,0.0005,0.0005200000000000001,0.00031800000000000003,4.7e-05,9.3e-06,1.0,1.98,92.45,8.1e-05,0.000402,0.001497,1.7e-05,1e-05,7e-06,4e-08,,,,,,,,,,,
zöldbab,zöldségek,hüvelyesek,0.038,0.025,0.006,0.037,0.141,0.015300000000000001,0.000734,0.012199999999999999,1.83,0.05,0.113,0.00103,0.00023999999999999998,6.900000000000001e-05,0.000216,6e-07,2.7,3.26,90.32,8.2e-05,0.000104,0.000225,3.3e-05,0.00041,,,0.01,0.000379,0.00064,4.3e-05,3.5e-05,,6.9e-05,,,,
prosciutto,"felvágottak, húskrémek",sonkák,,,2.036,,,,,,32.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,
grépfrút,gyümölcsök,déli gyümölcs,0.008,0.008,,0.012,0.042,0.0077,0.00025,0.0344,0.63,0.014,0.024,8.999999999999999e-05,7.000000000000001e-05,4.7e-05,1.2e-05,3e-07,1.1,6.98,90.89,3.5999999999999994e-05,2e-05,0.000283,1e-05,0.00013000000000000002,,,0.013,0.000552,6e-06,,4.6e-05,0.001135,4e-06,6e-06,,,
ricotta,tejtermékek,túrófélék,0.154,0.02,0.11,0.206,0.097,0.0175,0.00013700000000000002,,7.54,6.42,0.445,0.00013000000000000002,0.00053,1.7999999999999997e-05,1.1e-05,5.9e-06,,0.27,73.69,1.3e-05,0.000298,0.00046100000000000004,4e-06,0.00011,1e-05,8.5e-07,2.659,3.3e-05,,1.1e-06,0.00012,,,,49.0,0.000117,
zeller,zöldségek,gyökérzöldség,0.115,0.02,0.1,0.043,0.165,0.009,0.0007,0.008,1.5,0.079,0.148,0.0007,0.00033,7.000000000000001e-05,0.000158,7e-07,1.8,1.6,88.0,5e-05,5.9999999999999995e-05,0.000352,8e-06,0.00035999999999999997,,,0.058,,1e-06,4.1e-05,,,,,,,
póréhagyma,zöldségek,hagymaféle,0.035,0.028,0.02,0.059,0.233,0.0095,0.0004,0.012,1.5,0.04,0.166,0.0021000000000000003,0.00011999999999999999,0.00011999999999999999,0.000481,1e-06,1.8,3.9,83.0,5.9999999999999995e-05,2.9999999999999997e-05,0.00014000000000000001,6.4e-05,0.00092,,,0.004,0.001,0.0019,4.7e-05,8.3e-05,,,,,,
karfiol,zöldségek,káposztafélék,0.044,0.015,0.03,0.022,0.184,0.0443,0.000507,0.0482,1.92,0.13,0.031,0.00041999999999999996,0.00027,3.9e-05,0.000155,6e-07,2.0,1.91,92.07,5e-05,5.9999999999999995e-05,0.0006670000000000001,5.7e-05,8e-05,,,0.034,,1e-06,1.55e-05,,,,,,,
fehérrépa,zöldségek,gyökérzöldség,0.071,0.029,0.01,0.036,0.09,,0.0007,0.017,1.2,0.05,0.047,0.0005899999999999999,0.0005899999999999999,0.00011999999999999999,0.0005600000000000001,1.8000000000000001e-06,4.9,4.8,79.53,8.999999999999999e-05,5e-05,0.0006,6.7e-05,0.00149,,,0.112,,,2.25e-05,,,,,,,
savanyú káposzta,zöldségek,savanyúságok,0.02,0.013,0.661,0.03,0.13,0.0104,0.00014299999999999998,0.0147,0.91,0.034,0.067,0.00147,0.00019,9.6e-05,0.00015099999999999998,6e-07,2.9,1.78,92.52,2.1000000000000002e-05,2.2e-05,9.3e-05,2.4e-05,0.00014000000000000001,,,0.013,8e-06,0.000295,1.3e-05,1e-06,,5e-06,,,,
rukkola,zöldségek,levélzöldség,0.052,0.047,0.027,0.16,0.073,0.015300000000000001,0.000305,0.015,2.58,0.086,0.319,0.00146,0.00047,7.6e-05,0.000321,3e-07,1.6,2.05,91.71,4.4e-05,8.599999999999999e-05,0.000437,9.7e-05,0.00043,,,0.049,0.001424,0.003555,0.0001086,0.000119,,,,,,
szeder,gyümölcsök,bogyós gyümölcs,0.022,0.02,0.001,0.029,0.03,0.0085,0.000646,0.021,1.39,0.014,0.28,0.00062,0.00053,0.000165,0.000646,4.0000000000000003e-07,5.3,4.88,88.15,2e-05,2.6e-05,0.00027600000000000004,2.5e-05,0.00117,,,0.047,0.000128,0.000118,1.98e-05,1.1e-05,,,,,,
eper,gyümölcsök,bogyós gyümölcs,0.024,0.013,0.001,0.016,0.047,0.0057,0.000386,0.0588,0.67,0.015,0.155,0.00041,0.00014000000000000001,4.8e-05,0.000386,4.0000000000000003e-07,2.0,4.89,90.95,2.4e-05,2.2e-05,0.000125,2.4e-05,0.00029,,,0.043,7e-06,2.6e-05,2.2e-06,1e-06,,,,,,
narancs,gyümölcsök,déli gyümölcs,0.014,0.01,,0.04,0.06,0.008400000000000001,0.00028199999999999997,0.053200000000000004,0.94,0.015,0.025,0.0001,7.000000000000001e-05,4.4999999999999996e-05,2.5e-05,5e-07,2.4,9.35,86.75,8.7e-05,4e-05,0.00025,3e-05,0.00017999999999999998,,,0.023,7.1e-05,0.000129,,1.1e-05,,1.1e-05,0.000116,,,
uborka,zöldségek,egyéb zöldség,0.024,0.013,0.002,0.016,0.04,0.006,9.800000000000001e-05,0.0028,0.65,0.037,0.032,0.00028000000000000003,0.0002,4.1e-05,7.9e-05,3e-07,0.5,1.67,95.23,2.7e-05,3.3e-05,0.000259,7e-06,2.9999999999999997e-05,,,0.005,4.5e-05,2.3e-05,1.64e-05,5e-06,,1.1e-05,2.6e-05,,,
joghurt,tejtermékek,"kefír, joghurt",0.095,0.012,0.046,0.121,0.032,0.0152,7.5e-05,0.0005,3.47,2.096,0.092,5e-05,0.0005899999999999999,8.999999999999999e-06,4e-06,2.2e-06,,4.66,87.9,2.9e-05,0.00014199999999999998,0.000389,7e-06,5.9999999999999995e-05,2e-06,3.7e-07,0.893,5e-06,,2.0000000000000002e-07,2.7e-05,,,,13.0,2.7e-05,
lime,gyümölcsök,déli gyümölcs,0.018,0.006,0.002,0.033,0.043,0.0050999999999999995,0.0002,0.0291,0.7,0.022,0.055,0.0006,0.00011,6.500000000000001e-05,8e-06,4.0000000000000003e-07,2.8,1.69,88.26,2.9999999999999997e-05,2e-05,0.000217,8e-06,0.00022,,,0.019,3e-05,,6e-07,2e-06,,,,,,
banán,gyümölcsök,déli gyümölcs,0.022,0.027,0.001,0.005,0.367,0.009800000000000001,0.000665,0.0087,1.09,0.112,0.073,0.00026000000000000003,0.00015,7.8e-05,0.00027,1e-06,2.6,12.23,74.91,3.1e-05,7.3e-05,0.00033400000000000004,2e-05,0.0001,,,0.032,2.6e-05,2.2e-05,5e-07,3e-06,,2.5e-05,,,,
gránátalma,gyümölcsök,déli gyümölcs,0.036,0.012,0.003,0.01,0.075,0.0076,0.00029299999999999997,0.010199999999999999,1.67,0.12,0.079,0.0003,0.00035,0.000158,0.00011899999999999999,5e-07,4.0,13.67,77.93,6.7e-05,5.3e-05,0.000377,3.8e-05,0.0006,,,0.093,,,1.64e-05,,,,,,,
ananász,gyümölcsök,déli gyümölcs,0.008,0.012,0.001,0.013,0.112,0.0055,0.0005,0.047799999999999995,0.54,0.009,0.04,0.00029,0.00011999999999999999,0.00011,0.0009270000000000001,1.0000000000000001e-07,1.4,9.85,86.0,7.9e-05,3.2e-05,0.000213,1.8e-05,2e-05,,,0.013,3.5e-05,,7e-07,3e-06,,,,,,
gesztenye,gyümölcsök,diófélék,0.038,0.03,0.002,0.019,0.352,,0.0011020000000000001,0.0402,1.63,0.235,0.493,0.00094,0.00049,0.00041799999999999997,0.00033600000000000004,,,,52.0,0.00014399999999999998,1.6e-05,0.00047599999999999997,5.8e-05,,,,0.43,,,,1e-06,,,,,,
csirke,"húsok, belsőségek",csirkehús,0.147,0.02,0.07,0.011,0.35,0.0597,0.006801,0.0016,18.6,4.31,3.23,0.0009,0.00131,4.8e-05,1.9e-05,1.4400000000000001e-05,,,65.99,5.9999999999999995e-05,0.00011999999999999999,0.00091,6e-06,0.0003,1e-05,3.1e-07,6.24,,,1.5e-06,4.1e-05,,,,75.0,4.1e-05,
marhahús,"húsok, belsőségek",marha,0.211,0.024,0.062,0.005,0.721,0.0874,0.00638,,21.59,2.0,0.309,0.0025299999999999997,0.00394,0.000134,1.9e-05,3.23e-05,,,72.19,7.3e-05,0.000204,0.00069,6e-06,8e-05,,4.34e-06,2.503,,,,,,,,61.0,,
sertéshús,"húsok, belsőségek",sertés,0.216,0.024,0.047,0.007,0.718,0.0573,0.005566,,21.34,2.76,1.987,0.00053,0.00173,5.6e-05,7e-06,2.65e-05,,,70.14,0.000426,0.00018099999999999998,0.000722,,0.00011999999999999999,2.1e-05,5.4e-07,6.481,,,,2e-06,,,,64.0,2e-06,
borjúhús,"húsok, belsőségek",borjú,0.22,0.026,0.063,0.005,0.46,0.0895,0.00942,,20.98,1.18,0.24,0.00079,0.0023,0.000108,2.9e-05,9e-06,,,74.8,8e-05,0.00027,0.00107,1.4e-05,0.0003,,1.04e-06,1.12,,,3.9e-06,,,,,78.0,,
bárányhús,"húsok, belsőségek",bárány,0.16,0.022,0.058,0.012,0.13,,0.0060999999999999995,,16.88,9.47,1.7,0.00157,0.00333,0.000104,1.9e-05,1.98e-05,,,60.7,0.00011999999999999999,0.00022,0.00067,1.8e-05,0.00020999999999999998,,2.39e-06,8.86,,,,,,,,72.0,,
bacon,"felvágottak, húskrémek",szalonna,0.166,0.013,0.751,0.006,0.266,0.047799999999999995,0.004022,,13.66,12.615,5.757,0.00038,0.00114,4.6e-05,1.2e-05,2.01e-05,,0.35,46.74,0.00027600000000000004,8.1e-05,0.000555,,0.00043,1.6e-05,5e-07,15.922,,,,1.1e-05,,,,66.0,1.1e-05,
tonhal,halak,tengeri hal,0.254,0.05,0.039,0.008,0.455,0.065,0.008654,,23.33,1.257,1.433,0.00102,0.0006,8.599999999999999e-05,1.4999999999999999e-05,3.65e-05,,,68.09,0.000241,0.000251,0.001054,2e-06,0.001,0.000227,9.43e-06,1.6,,,,0.000655,,,,38.0,0.000655,
lazac,halak,tengeri hal,0.261,0.027,0.075,0.007,0.611,0.09459999999999999,0.007995,,20.5,0.81,0.811,0.00038,0.00039,6.3e-05,1.1e-05,3.14e-05,,,75.52,8e-05,0.00010499999999999999,0.00103,4e-06,0.0004,0.000435,4.15e-06,1.348,,,4.0000000000000003e-07,3.5e-05,,,,46.0,3.5e-05,
padlizsán,zöldségek,egyéb zöldség,0.024,0.014,0.002,0.009,0.084,0.006900000000000001,0.0006490000000000001,0.0022,0.98,0.034,0.076,0.00023,0.00016,8.1e-05,0.000232,3e-07,3.0,3.53,92.3,3.9e-05,3.7e-05,0.00028100000000000005,2.2e-05,0.0003,,,0.016,1.4e-05,3.6e-05,3.5e-06,1e-06,,,,,,
ponty,halak,édesvizi hal,0.415,0.029,0.049,0.041,0.19,0.065,0.00164,0.0016,17.83,1.083,1.431,0.00124,0.00148,5.7e-05,4.2000000000000004e-05,1.26e-05,,,76.31,0.000115,5.5e-05,0.00075,1.5e-05,0.00063,0.000988,1.53e-06,2.328,,,1.0000000000000001e-07,9e-06,,,,66.0,9e-06,
nyelvhal,halak,tengeri hal,0.252,0.018,0.296,0.021,0.098,0.065,0.0010400000000000001,,12.41,0.441,0.374,0.00017999999999999998,0.00032,1.9e-05,1.4e-05,2.6600000000000003e-05,,,84.63,2.2e-05,2e-05,0.000185,5e-06,0.00063,0.000113,1.13e-06,0.535,,,1.0000000000000001e-07,1e-05,,,,45.0,1e-05,
spenót,zöldségek,levélzöldség,0.049,0.079,0.079,0.099,0.195,0.0193,0.0007239999999999999,0.0281,2.86,0.063,0.165,0.00271,0.00053,0.00013000000000000002,0.000897,1e-06,2.2,0.42,91.4,7.8e-05,0.000189,6.500000000000001e-05,0.000194,0.0020299999999999997,,,0.01,0.005626,0.012198,0.0004829,0.000469,,,,,,
pulykahús,"húsok, belsőségek",pulyka,0.19,0.027,0.118,0.011,0.652,0.060200000000000004,0.0081,,22.64,0.459,0.411,0.00086,0.00184,7.9e-05,1.2e-05,2.26e-05,,0.07,75.37,5e-05,0.000192,0.000844,7e-06,8.999999999999999e-05,8e-06,1.24e-06,0.477,,,,9e-06,,,,67.0,9e-06,
lencse,zöldségek,hüvelyesek,0.281,0.047,0.006,0.035,0.54,0.0964,0.002605,0.0045,24.63,0.154,0.526,0.00651,0.00327,0.000754,0.001393,1.0000000000000001e-07,10.7,2.03,8.26,0.000873,0.000211,0.00214,0.000479,0.00049,,,0.193,2.3e-05,,5e-06,2e-06,,,,,,
oregánó,ízesítők,friss fűszernövény,0.148,0.27,0.025,1.597,1.044,0.032299999999999995,0.00464,0.0023,9.0,1.551,1.369,0.0368,0.00269,0.000633,0.0049900000000000005,4.5e-06,42.5,4.09,9.93,0.000177,0.000528,0.000921,0.000237,0.018260000000000002,,,0.716,0.001007,0.001895,0.0006217000000000001,8.5e-05,,2e-05,7e-06,,,
vanília,ízesítők,szárított fűszer,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tej,tejtermékek,tejek,,,0.05,0.114,,,,,3.0,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
fahéj,ízesítők,szárított fűszer,0.064,0.06,0.01,1.002,0.158,0.011,0.001332,0.0038,3.99,0.345,0.068,0.008320000000000001,0.00183,0.000339,0.017466000000000002,3.1e-06,53.1,2.17,10.58,2.2e-05,4.1e-05,0.000358,6e-06,0.00232,,,0.246,0.000112,0.000222,3.12e-05,1.5e-05,1.5e-05,1e-06,0.000129,,,
szegfűszeg,ízesítők,szárított fűszer,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mák,"gyógynövények, virágok",termés,0.87,0.347,0.026,1.438,0.247,0.0088,0.000896,0.001,17.99,4.517,28.569,0.00976,0.0079,0.001627,0.006706999999999999,1.35e-05,19.5,2.99,5.95,0.0008539999999999999,0.0001,0.000324,8.2e-05,0.00177,,,5.982,,,,,,,,,,
koktélrák,tenger gyümölcsei,tenger gyümölcsei,0.244,0.022,0.566,0.054,0.161,0.0809,0.001778,,13.61,0.261,0.295,0.00020999999999999998,0.0009699999999999999,0.000182,2.9e-05,2.96e-05,,,83.01,2e-05,1.4999999999999999e-05,0.00031,1.9e-05,0.00132,2e-06,1.1100000000000002e-06,0.181,,,3e-07,5.4e-05,,,,126.0,5.4e-05,
szardella (konzerv),halak,halkészítmények,0.252,0.069,3.668,0.232,0.203,0.085,0.019902999999999997,,28.89,2.203,2.562,0.00463,0.00244,0.000339,0.0001,6.809999999999999e-05,,,50.3,7.8e-05,0.000363,0.000909,1.3e-05,0.00333,6.9e-05,8.8e-07,3.77,,,1.21e-05,1.2e-05,,,,85.0,1.2e-05,
szárított paradicsom,zöldségek,zöldségkonzervek,0.356,0.194,0.107,0.11,0.332,0.1046,0.00905,0.039200000000000006,14.11,0.426,1.115,0.009089999999999999,0.00199,0.001423,0.001846,5.5e-06,12.3,37.59,14.56,0.000528,0.000489,0.0020870000000000003,6.8e-05,1e-05,,,0.487,0.000524,0.001419,4.3e-05,4.4e-05,0.045902,,,,,
gyömbér,ízesítők,friss fűszernövény,0.034,0.043,0.013,0.016,0.16,0.0288,0.00075,0.005,1.82,0.203,0.154,0.0006,0.00034,0.00022600000000000002,0.000229,7e-07,2.0,1.7,78.89,2.5e-05,3.4e-05,0.000203,1.1e-05,0.00026000000000000003,,,0.154,,,1.0000000000000001e-07,,,,,,,
kuszkusz,gabonaipari termékek,dara,0.17,0.044,0.01,0.024,0.11,,0.00349,,12.76,0.117,0.252,0.00108,0.00083,0.000247,0.00078,,5.0,,8.56,0.000163,7.8e-05,0.0012430000000000002,2e-05,,,,0.089,,,,,,,,,,
szerecsendió,ízesítők,szárított fűszer,0.213,0.183,0.016,0.184,0.16,0.0088,0.001299,0.003,5.84,25.94,0.35,0.00304,0.00215,0.001027,0.0029,1.6000000000000001e-06,20.8,2.99,6.23,0.00034599999999999995,5.7e-05,,7.6e-05,,,,3.22,2.8e-05,,,5e-06,,,6.6e-05,,,
pesto,ízesítők,fűszerkrém,,,0.98,,,,,,7.0,7.0,,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,
tejföl,tejtermékek,"tejszín, tejföl",0.076,0.01,0.031,0.101,0.041,0.0192,9.3e-05,0.0009,2.44,10.14,0.8,7.000000000000001e-05,0.00033,1.7999999999999997e-05,1.4999999999999999e-05,3.7e-06,,3.41,73.07,2e-05,0.00016800000000000002,0.000472,6e-06,0.00038,,2.1e-07,4.594,2.5e-05,4e-06,1.5e-06,0.000124,,,1e-06,59.0,0.000121,
kecskesajt,tejtermékek,sajtok,0.375,0.029,0.415,0.298,0.06,0.0154,0.001148,,21.58,20.639,0.709,0.0016200000000000001,0.00066,0.0005639999999999999,9.3e-05,3.7999999999999996e-06,,0.12,45.52,7.199999999999999e-05,0.0006760000000000001,0.00019,2e-06,0.00026000000000000003,2.2e-05,2.2e-07,6.808,7.7e-05,,2.5e-06,0.000407,,,,79.0,0.000401,
mozzarella,tejtermékek,sajtok,0.354,0.02,0.486,0.505,0.037,0.0154,0.000104,,22.17,13.9,0.765,0.00044,0.00292,1.1e-05,2.9999999999999997e-05,1.7e-05,,,50.01,2.9999999999999997e-05,0.000283,0.00014099999999999998,7e-06,0.00019,1.6e-05,2.2799999999999998e-06,6.573,5.7e-05,,2.3e-06,0.000179,,,,79.0,0.000174,
mascarpone,tejtermékek,sajtok,,,,,,,,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustár,ízesítők,fűszerkrém,0.108,0.048,1.104,0.063,0.07,0.0224,0.000565,0.0003,3.74,0.214,0.774,0.00161,0.00064,7.4e-05,0.000422,3.35e-05,4.0,0.92,83.72,0.000177,7.000000000000001e-05,0.000254,7e-06,0.00035999999999999997,,,2.182,5.1e-05,0.000113,1.4e-06,5e-06,,1e-06,2.7e-05,,,
közönséges tök,zöldségek,"tök, spárga",0.032,0.02,0.002,0.021,0.104,0.0070999999999999995,0.000448,0.0193,1.01,0.093,0.082,0.00044,0.00029,9.2e-05,0.00017199999999999998,2.0000000000000002e-07,1.0,2.88,94.28,5.1e-05,4.1e-05,0.00016,1.9e-05,0.00013000000000000002,,,0.013,9e-05,0.00029,3.2000000000000003e-06,8e-06,,,,,,
fenyőmag,magvak,olajos magvak,0.575,0.251,0.002,0.016,0.094,0.055799999999999995,0.004386999999999999,0.0008,13.69,4.899,34.071,0.00553,0.00645,0.001324,0.008801999999999999,7e-07,3.7,3.59,2.28,0.000364,0.00022700000000000002,0.000313,3.4e-05,0.00933,,,18.764,1.7e-05,9e-06,5.3899999999999996e-05,1e-06,,,,,,
serrano sonka,"felvágottak, húskrémek",sonkák,,,2.34,,,,,,21.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,70.0,,
marsala,italok,alkoholos ital,0.05,0.002,0.092,0.016,0.011,0.0081,7.8e-05,0.0002,2.8,9.664,0.669,0.00013000000000000002,0.00016,4e-05,6e-06,4.0000000000000003e-07,,19.76,46.5,1.1e-05,5.7e-05,8.7e-05,2e-06,0.00045,,8e-08,4.458,3e-05,,1.3e-06,0.000173,,,,58.0,0.000171,
kapribogyó,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.01,0.033,2.348,0.04,0.023,0.0065,0.000652,0.0043,2.36,0.233,0.304,0.0016699999999999998,0.00032,0.000374,7.8e-05,1.2e-06,3.2,0.41,83.85,1.7999999999999997e-05,0.00013900000000000002,2.7e-05,2.3e-05,0.00088,,,0.063,8.3e-05,,2.46e-05,7e-06,,,,,,
rum,italok,alkoholos ital,0.005,,0.001,,,,,,0.0,,,0.00011999999999999999,7.000000000000001e-05,5e-05,1.7999999999999997e-05,,,,66.6,8e-06,,,,,,,,,,,,,,,,,
fűszerpaprika,ízesítők,szárított fűszer,0.314,0.178,0.068,0.229,2.141,0.0515,0.010060000000000001,0.0009,14.14,2.14,7.766,0.02114,0.00433,0.000713,0.00159,6.3e-06,34.9,10.34,11.24,0.00033,0.00123,0.0025099999999999996,4.9e-05,0.0291,,,1.695,0.026162,0.018944,8.03e-05,0.002463,,0.000595,0.006186,,,
tehéntúró,tejtermékek,túrófélék,0.192,0.006,0.018,0.08,,,,,16.0,4.0,,0.2,0.26,0.01,0.008,,,3.0,71.0,0.025,0.12,,,,,,,,,,,,,,,,
makréla,halak,tengeri hal,0.217,0.076,0.09,0.012,0.399,0.065,0.00908,0.0004,18.6,3.257,3.35,0.00163,0.00063,7.3e-05,1.4999999999999999e-05,4.41e-05,,,63.55,0.000176,0.000312,0.000856,1e-06,0.00152,0.000643,8.710000000000001e-06,5.456,,,5e-06,5e-05,,,,70.0,5e-05,
édesköménymag,ízesítők,szárított fűszer,0.487,0.385,0.088,1.196,0.47,,0.00605,0.021,15.8,0.48,1.69,0.018539999999999997,0.0037,0.001067,0.006533000000000001,,39.8,,8.81,0.000408,0.00035299999999999996,,,,,,9.91,,,,7e-06,,,,,,
fekete burgonya,zöldségek,burgonyafélék,0.057,0.023,0.006,0.012,0.298,0.0121,0.0010609999999999999,0.0197,2.05,0.025,0.042,0.0008100000000000001,0.0003,0.00011,0.000153,4.0000000000000003e-07,2.1,0.82,79.25,8.1e-05,3.2e-05,0.00029499999999999996,1.5e-05,1e-05,,,0.002,1e-06,9e-06,2e-06,,,,,,,
piros ribizli,gyümölcsök,bogyós gyümölcs,0.044,0.013,0.001,0.033,0.07,0.0076,0.0001,0.041,1.4,0.017,0.088,0.001,0.00023,0.000107,0.000186,6e-07,4.3,7.37,83.95,4e-05,5e-05,6.4e-05,8e-06,0.0001,,,0.028,2.5e-05,4.7e-05,1.1e-05,2e-06,,,,,,
salottahagyma,zöldségek,hagymaféle,0.06,0.021,0.012,0.037,0.345,0.011300000000000001,0.0002,0.008,2.5,0.017,0.039,0.0012,0.0004,8.8e-05,0.000292,1.2e-06,3.2,7.87,79.8,5.9999999999999995e-05,2e-05,0.00029,3.4e-05,4e-05,,,0.014,3e-06,8e-06,8.000000000000001e-07,,,,,,,
balzsamecet,ízesítők,ecetfélék,0.019,0.012,0.023,0.027,,,,,0.49,,,0.0007199999999999999,8e-05,2.6e-05,0.000131,,,14.95,76.45,,,,,,,,,,,,,,,,,,
fehérborecet,ízesítők,ecetfélék,0.008,0.004,0.008,0.006,,,,0.0005,0.04,,,0.00045,2.9999999999999997e-05,1e-05,4.6e-05,,,,94.47,,,,,,,,,,,,,,,,,,
csicseriborsó,zöldségek,hüvelyesek,0.252,0.079,0.024,0.057,0.535,0.0993,0.0015409999999999998,0.004,20.47,0.603,2.731,0.00431,0.00276,0.000656,0.00415,,12.2,10.7,7.68,0.000477,0.000212,0.001588,0.000557,0.00082,,,1.377,4e-05,,9e-06,3e-06,,,,,,
kacsahús,"húsok, belsőségek",kacsa,0.203,0.019,0.074,0.011,0.34,0.0536,0.0053,0.0058,18.28,2.32,0.75,0.0024,0.0019,0.000253,1.9e-05,1.39e-05,,,73.77,0.00035999999999999997,0.00045,0.0016,2.5e-05,0.0007,3e-06,4.0000000000000003e-07,1.54,,,2.8e-06,2.4e-05,,,,77.0,2.4e-05,
kacsamáj,"húsok, belsőségek",kacsa,0.269,0.024,0.14,0.011,0.76,,0.0065,0.0045,18.74,1.44,0.63,0.03053,0.00307,0.005961999999999999,0.000258,6.7e-05,,,71.78,0.0005620000000000001,0.000892,0.006184,0.000738,,,5.4e-05,0.71,,,,0.011984,,,,515.0,0.011984,
libahús,"húsok, belsőségek",liba,0.312,0.024,0.087,0.013,0.64,,0.004278,0.0072,22.75,2.79,0.9,0.00257,0.00234,0.000306,2.4e-05,1.6800000000000002e-05,,,68.3,0.000129,0.000377,0.001973,3.1e-05,,,4.9e-07,1.85,,,,1.2e-05,,,,84.0,1.2e-05,
élesztő,ízesítők,adalékanyag,0.336,0.04,0.03,0.019,0.43,0.032,0.0123,0.0001,8.4,0.243,0.004,0.00325,0.009970000000000001,0.000148,0.0002,8.1e-06,8.1,,69.0,0.00188,0.00113,0.004900000000000001,0.000785,,,1e-08,1.047,,,,,,,,,,
feta sajt,tejtermékek,sajtok,0.337,0.019,1.139,0.493,0.424,0.0154,0.000991,,14.21,13.3,0.591,0.00065,0.0028799999999999997,3.2e-05,2.8e-05,1.5e-05,,,55.22,0.000154,0.000844,0.000967,3.2e-05,0.00017999999999999998,1.6e-05,1.69e-06,4.623,3e-06,,1.8000000000000001e-06,0.000125,,,,89.0,0.000125,
tészta,tészták,töltött tészta,0.189,0.053,0.006,0.021,0.142,0.015099999999999999,0.007176999999999999,,13.04,0.277,0.564,0.0033,0.00141,0.000289,0.0009170000000000001,6.32e-05,3.2,2.67,9.9,0.000891,0.0004,0.000431,0.000237,0.00011,,,0.171,,1.8e-05,1.0000000000000001e-07,,,,,,,0.000219
fehér spárga,zöldségek,"tök, spárga",0.052,0.014,0.002,0.024,0.091,0.016,0.000978,0.0056,2.2,0.04,0.05,0.00214,0.00054,0.000189,0.000158,2.3e-06,2.1,1.88,93.22,0.00014299999999999998,0.00014099999999999998,0.00027400000000000005,5.2e-05,0.00113,,,,0.000449,0.00071,4.16e-05,3.8e-05,,9e-06,,,,
