Alapanyag neve,Elsődleges kategória,Másodlagos kategória,Foszfor,Magnézium,Nátrium,Kalcium,B6 vitamin,Kolin,Niacin - B3 vitamin,C vitamin,fehérje,telített zsírsav,többszörösen telített zsírsav,Vas,Cink,Réz,Mangán,Szelén,rost,cukor,víz,Tiamin - B1 vitamin,Riboflavin - B2 vitamin,Pantoténsav - B5 vitamin,Folát,E vitamin,D vitamin,B12 vitamin,egyszeresen telített zsírsav,Béta-karotin,Lutein+zeaxantin,K vitamin,A vitamin,Likopin,Alfa-karotin,Béta-kriptoxantin,koleszterin,Retinol,Folsav
kókuszchips,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.206,0.09,0.037,0.026,0.3,0.0221,0.000603,0.0015,6.88,57.218,0.706,0.00332,0.0020099999999999996,0.000796,0.002745,1.85e-05,16.3,7.35,3.0,5.9999999999999995e-05,0.0001,0.0008,9e-06,0.00044,,,2.745,,,3e-07,,,,,,,
citrompótló,ízesítők,adalékanyag,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kávétejszín,tejtermékek,"tejszín, tejföl",0.092,0.009,0.072,0.091,0.044,0.0174,8.999999999999999e-05,0.0008,2.96,10.176,0.789,5e-05,0.00032,1.2e-05,5e-06,4.6e-06,,3.67,73.75,2.3e-05,0.00019,0.00044,2e-06,0.00011999999999999999,4.4e-05,1.4e-07,4.525,3.7e-05,,1.7e-06,0.00012,,,,59.0,0.000117,
juhhús,"húsok, belsőségek",bárány,0.16,0.022,0.058,0.012,0.13,,0.0060999999999999995,,16.88,9.47,1.7,0.00157,0.00333,0.000104,1.9e-05,1.98e-05,,,60.7,0.00011999999999999999,0.00022,0.00067,1.8e-05,0.00020999999999999998,,2.39e-06,8.86,,,,,,,,72.0,,
bébipulyka,"húsok, belsőségek",pulyka,0.183,0.025,0.112,0.011,0.599,0.058,0.007631000000000001,,21.64,1.461,1.466,0.00086,0.0017800000000000001,7.7e-05,1.2e-05,2.13e-05,,0.07,72.69,4.8e-05,0.000185,0.0008110000000000001,7e-06,8.999999999999999e-05,1.2e-05,1.22e-06,1.826,,,,1.7e-05,,,,72.0,1.7e-05,
fácánhús,"húsok, belsőségek",vad,0.214,0.02,0.04,0.012,0.66,,0.006426,0.0053,22.7,2.7,1.18,0.00115,0.0009599999999999999,6.500000000000001e-05,1.7e-05,1.57e-05,,,67.77,7.199999999999999e-05,0.00014299999999999998,0.000928,6e-06,,,7.7e-07,4.32,,,,5.3e-05,,,,71.0,5.3e-05,
fokhagymabors,ízesítők,szárított fűszer,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gulyáskrém,ízesítők,fűszerkrém,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kókuszkrém,növényi tejtermékek,egyéb,0.122,0.028,0.004,0.011,0.047,,0.0008900000000000001,0.0028,3.63,30.753,0.379,0.00228,0.0009599999999999999,0.000378,0.001304,,2.2,,53.9,2.9999999999999997e-05,,0.000261,2.3e-05,,,,1.475,,,,,,,,,,
kókuszliszt,gabonaipari termékek,különleges liszt,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puncs fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rizspehely,gabonaipari termékek,"pehely, korpa, csíra",,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steviatabletta,édesítők,édesítőszerek,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zellersó,ízesítők,sófélék,,0.001,38.758,0.024,,,,,0.0,,,0.00033,0.0001,2.9999999999999997e-05,0.0001,1.0000000000000001e-07,,,0.2,,,,,,,,,,,,,,,,,,
sertésvér,"húsok, belsőségek",sertés,,,0.207,,,,,,18.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,
fafülgomba,gombák,egzotikus gomba,0.014,0.025,0.009,0.016,0.088,,7.000000000000001e-05,0.0006,0.48,,,0.0005600000000000001,0.00066,0.00044500000000000003,0.000101,1.11e-05,,,92.59,8.1e-05,0.000204,0.00199,1.9e-05,,,,,,,,,,,,,,
rizslap,gabonaipari termékek,tésztaalap,0.153,0.012,0.182,0.018,0.015,0.0055,0.000221,,5.95,0.153,0.15,0.0007,0.00074,7.8e-05,0.000498,1.51e-05,1.6,0.12,11.91,3.1e-05,1.7e-05,5.1e-05,3e-06,0.00011,,,0.175,,,,,,,,,,
fagomba,gombák,erdei gomba,0.086,0.009,0.005,0.003,0.104,0.0173,0.0036070000000000004,0.0021000000000000003,3.09,0.05,0.16,0.0005,0.0005200000000000001,0.00031800000000000003,4.7e-05,9.3e-06,1.0,1.98,92.45,8.1e-05,0.000402,0.001497,1.7e-05,1e-05,7e-06,4e-08,,,,,,,,,,,
sertéstüdő,"húsok, belsőségek",sertés,0.196,0.014,0.153,0.007,0.1,,0.0033450000000000003,0.0123,14.08,0.96,0.34,0.0189,0.0020299999999999997,8.3e-05,1.7e-05,1.7800000000000002e-05,,,79.52,8.5e-05,0.00043,0.0009,3e-06,,,2.75e-06,0.61,,,,,,,,320.0,,
májusi pereszke,gombák,erdei gomba,0.086,0.009,0.005,0.003,0.104,0.0173,0.0036070000000000004,0.0021000000000000003,3.09,0.05,0.16,0.0005,0.0005200000000000001,0.00031800000000000003,4.7e-05,9.3e-06,1.0,1.98,92.45,8.1e-05,0.000402,0.001497,1.7e-05,1e-05,7e-06,4e-08,,,,,,,,,,,
sertésbőrke,"húsok, belsőségek",sertés,0.086,0.003,0.025,0.004,0.09,,0.004535,,6.38,25.26,8.11,0.00041999999999999996,0.0008399999999999999,4e-05,5e-06,1.5e-06,,,22.19,0.000386,0.000236,0.00025,1e-06,0.00029,,8.2e-07,32.89,,,,3e-06,,,,90.0,3e-06,
pálmacukor,édesítők,cukrok,0.005,,,0.058,,,,,0.0,,,0.001,,,,,,,,,0.008,,,,,,,,,,,,,,,,
tengeri spárga,zöldségek,"tök, spárga",,,0.9,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
mezei cickafark,"gyógynövények, virágok",gyógynövény,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erythritol,édesítők,édesítőszerek,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csirkemellfilé,"húsok, belsőségek",csirkehús,0.213,0.028,0.045,0.005,0.811,0.08209999999999999,0.0096,,22.5,0.563,0.424,0.00037,0.00068,3.7e-05,1.1e-05,2.2800000000000002e-05,,,73.9,9.4e-05,0.000177,0.001495,9e-06,0.0005600000000000001,1e-06,2.1e-07,0.689,,,,9e-06,,,,73.0,9e-06,
csöves kukorica,zöldségek,egyéb zöldség,0.089,0.037,0.015,0.002,0.093,0.023,0.00177,0.0068,3.27,0.325,0.487,0.0005200000000000001,0.00046,5.4e-05,0.000163,6e-07,2.0,6.26,76.05,0.000155,5.5e-05,0.000717,4.2e-05,7.000000000000001e-05,,,0.432,4.7e-05,0.000644,3e-07,9e-06,,1.6e-05,0.000115,,,
fenyőtinoru,gombák,erdei gomba,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szörp,italok,szörpök,,,,,,,,,0.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,
nyírfacukor,édesítők,cukrok,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vargánya gombapor,ízesítők,egyéb,0.294,0.132,0.013,0.011,0.965,0.2017,0.0141,0.0035,9.58,0.225,0.151,0.00172,0.00766,0.005165,0.001176,4.61e-05,11.5,2.21,9.5,0.0003,0.00127,0.021879000000000003,0.000163,,0.000154,,0.317,,,,,,,,,,
golden szirup,édesítők,szirup,,0.001,0.062,0.013,,,,,0.0,,,,0.00044,,,7e-07,,76.77,22.81,5.9e-05,,,,,,,,,,,,,,,,,
májas hurka,"felvágottak, húskrémek",egyéb húskészítmény,0.23,0.012,0.86,0.026,0.19,,0.0043,,14.1,10.6,2.6,0.0064,0.0023,0.00023999999999999998,0.000155,5.8e-05,,,52.1,0.000272,0.00103,0.0029500000000000004,3e-05,,,1.3460000000000002e-05,13.34,,,,0.008308,,,,158.0,0.008308,
véres hurka,"felvágottak, húskrémek",egyéb húskészítmény,0.022,0.008,0.68,0.006,0.04,0.0728,0.0012,,14.6,13.4,3.46,0.0064,0.0013,4e-05,1e-05,1.55e-05,,1.29,47.3,7.000000000000001e-05,0.00013000000000000002,0.0006,5e-06,0.00013000000000000002,5.2e-05,1e-06,15.9,,,,,,,,120.0,,
vanília kivonat,ízesítők,aroma,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
főtt sonka,"felvágottak, húskrémek",sonkák,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoisin-szósz,ízesítők,fűszeres szósz,0.038,0.024,1.615,0.032,0.062,0.008,0.00117,0.0004,3.31,0.568,1.698,0.00101,0.00032,0.000128,0.000254,1.8000000000000001e-06,2.8,27.26,44.23,4e-06,0.000217,6.8e-05,2.3e-05,0.00028000000000000003,,,0.963,4e-06,4.5e-05,5e-07,,,,,3.0,,
limelé,italok,friss gyümölcs leve,0.014,0.008,0.002,0.014,0.038,0.0050999999999999995,0.00014199999999999998,0.03,0.42,0.008,0.023,8.999999999999999e-05,8e-05,2.7e-05,1.7999999999999997e-05,1.0000000000000001e-07,0.4,1.69,90.79,2.5e-05,1.4999999999999999e-05,0.000123,1e-05,0.00022,,,0.008,3e-05,,6e-07,2e-06,,,,,,
gombakonzerv,gombák,erdei gomba,0.061,0.007,0.384,0.01,0.014,,0.000224,,3.83,0.089,0.263,0.0014299999999999998,0.00067,0.000133,9.800000000000001e-05,1.5199999999999998e-05,2.5,,89.88,1.3e-05,7.000000000000001e-05,0.000412,3.8e-05,,,,0.012,,,,,,,,,,
kockasajt,tejtermékek,sajtok,,,15.3,,,,,,4.0,13.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
grépfrútlé,italok,friss gyümölcs leve,0.015,0.012,0.001,0.009,0.044,,0.0002,0.038,0.5,0.014,0.024,0.0002,5e-05,3.3e-05,2e-05,,,,90.0,4e-05,2e-05,0.000189,1e-05,,,,0.013,,,,2.2e-05,,,,,,
kalács,gabonaipari termékek,kenyérfélék,0.094,0.024,0.228,0.086,0.057,0.0291,0.003463,0.0012,9.42,2.183,1.53,0.00287,0.0008399999999999999,0.000121,0.00046,2.62e-05,2.3,12.5,21.54,0.000377,0.00023,0.0005899999999999999,0.000108,0.00029,,1.1e-07,3.499,3e-06,3.6e-05,1.6000000000000001e-06,5e-06,,1e-06,1e-06,30.0,5e-06,6.8e-05
passzírozott paradicsom,zöldségek,zöldségkonzervek,0.027,0.015,0.474,0.014,0.098,0.0099,0.000991,0.007,1.2,0.041,0.121,0.0009599999999999999,0.00022,0.000115,0.00011300000000000001,6e-07,1.5,3.56,91.28,2.4e-05,6.500000000000001e-05,0.000309,9e-06,0.0014399999999999999,,,0.045,0.000259,2.4e-05,2.8e-06,2.2e-05,0.013895,,3e-06,,,
zöld kaliforniai paprika,zöldségek,paprikafélék,0.02,0.01,0.003,0.01,0.224,0.0055,0.00047999999999999996,0.0804,0.86,0.058,0.062,0.00034,0.00013000000000000002,6.6e-05,0.000122,,1.7,2.4,93.89,5.7e-05,2.8e-05,9.900000000000001e-05,1e-05,0.00037,,,0.008,0.000208,0.000341,7.4e-06,1.8e-05,,2.1e-05,7e-06,,,
sárga kaliforniai paprika,zöldségek,paprikafélék,0.024,0.012,0.002,0.011,0.168,,0.0008900000000000001,0.1835,1.0,0.031,,0.00046,0.00017,0.000107,0.00011700000000000001,3e-07,0.9,,92.02,2.8e-05,2.5e-05,0.00016800000000000002,2.6e-05,,,,,0.00012,,,1e-05,,,,,,
koktélparadicsom,zöldségek,egyéb zöldség,0.024,0.011,0.005,0.01,0.08,0.0067,0.000594,0.013699999999999999,0.88,0.028,0.083,0.00027,0.00017,5.9e-05,0.000114,,1.2,2.63,94.52,3.7e-05,1.9e-05,8.9e-05,1.5e-05,0.00054,,,0.031,0.000449,0.000123,7.9e-06,4.2e-05,0.002573,0.000101,,,,
birsalmasajt,egyéb gyümölcsök,egyéb gyümölcskészítmény,,,0.01,,,,,,0.0,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,
céklalé,italok,üdítőital,,,,,,,,,0.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,
ananászlé,italok,friss gyümölcs leve,0.008,0.012,0.002,0.013,0.1,0.0033,0.000199,0.0438,0.36,0.008,0.042,0.00031,0.00011,6.900000000000001e-05,0.000504,1.0000000000000001e-07,0.2,9.98,86.37,5.8e-05,2.1000000000000002e-05,5.6e-05,1.8e-05,2e-05,,,0.014,3e-06,,3e-07,,,,,,,
árpapehely,gabonaipari termékek,"pehely, korpa, csíra",0.296,0.096,0.004,0.032,0.396,0.0378,0.006269,,10.5,0.335,0.771,0.00268,0.002,0.00034300000000000004,0.001034,3.77e-05,10.1,0.8,12.11,0.00037,0.000114,0.000145,8e-06,0.00057,,,0.205,,0.00016,2.2e-06,,,,,,,
vajkaramella,édesítők,"cukorka, csokoládé",0.001,,0.391,0.004,,0.0008,2e-06,,0.03,2.065,0.122,1e-05,8.999999999999999e-05,1e-06,1e-06,6e-07,,80.46,5.25,1.2e-05,1.6e-05,4e-06,,8.999999999999999e-05,,,0.845,6e-06,,3e-07,2.8e-05,,,,9.0,2.7e-05,
cukkinivirág,zöldségek,"tök, spárga",0.049,0.024,0.005,0.039,,,0.00069,0.028,1.03,0.036,0.004,0.0007,,,,7e-07,,,95.15,4.2000000000000004e-05,7.5e-05,,5.9e-05,,,,0.009,,,,9.7e-05,,,,,,
borjúmáj,"húsok, belsőségek",borjú,0.379,0.02,0.077,0.005,0.957,0.31,0.01055,0.0007,19.93,1.56,0.829,0.0064,0.01202,0.011865,0.000255,2.27e-05,,,70.89,0.00017299999999999998,0.00244,0.006065,0.000125,0.00037,,5.9850000000000005e-05,0.968,1.1e-05,,9.000000000000001e-07,0.011707,,1.3e-05,1.1e-05,334.0,0.011705,
körtelé,italok,friss gyümölcs leve,0.012,0.008,0.008,0.012,0.01,0.0026,0.0003,0.0338,0.0,,,,8e-05,6.500000000000001e-05,,4.0000000000000003e-07,0.1,7.28,87.9,1e-05,2.9999999999999997e-05,,4e-06,8.999999999999999e-05,,,,,,3.4e-06,,,,,,,
szárított gomba,gombák,erdei gomba,0.294,0.132,0.013,0.011,0.965,0.2017,0.0141,0.0035,9.58,0.225,0.151,0.00172,0.00766,0.005165,0.001176,4.61e-05,11.5,2.21,9.5,0.0003,0.00127,0.021879000000000003,0.000163,,0.000154,,0.317,,,,,,,,,,
metélőhagyma,zöldségek,hagymaféle,0.058,0.042,0.003,0.092,0.138,0.0052,0.000647,0.0581,3.27,0.146,0.267,0.0016,0.0005600000000000001,0.000157,0.000373,9.000000000000001e-07,2.5,1.85,90.65,7.8e-05,0.000115,0.000324,0.000105,0.00020999999999999998,,,0.095,0.002612,0.000323,0.0002127,0.000218,,,,,,
szárított hibiszkuszvirág,ízesítők,szárított fűszer,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unicum,italok,alkoholos ital,0.004,,0.001,,0.001,,1.3e-05,,0.0,,,4e-05,4e-05,2.1000000000000002e-05,1.7999999999999997e-05,,,,66.6,6e-06,4e-06,,,,,,,,,,,,,,,,
csokoládé fagylalt,ízesítők,egyéb,,,0.08,,,,,,4.0,6.0,,,,,,,2.0,27.0,,,,,,,,,,,,,,,,,,,
vanília fagylalt,ízesítők,egyéb,,,0.06,,,,,,2.0,7.0,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,
ecetes almapaprika,zöldségek,savanyúságok,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
likőr,italok,alkoholos ital,0.05,0.002,0.092,0.016,0.011,0.0081,7.8e-05,0.0002,2.8,9.664,0.669,0.00013000000000000002,0.00016,4e-05,6e-06,4.0000000000000003e-07,,19.76,46.5,1.1e-05,5.7e-05,8.7e-05,2e-06,0.00045,,8e-08,4.458,3e-05,,1.3e-06,0.000173,,,,58.0,0.000171,
ropi,egyéb alapanyagok,egyéb,,,2.8,,,,,,11.0,2.0,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,
tiszta szesz,italok,alkoholos ital,,,,,,,,,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
gyümölcskonzervlé,egyéb gyümölcsök,gyümölcskonzerv,,0.001,0.062,0.013,,,,,0.0,,,,0.00044,,,7e-07,,76.77,22.81,5.9e-05,,,,,,,,,,,,,,,,,
füstölt-főtt tarja,"felvágottak, húskrémek",sonkák,,,1.5,,,,,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
trópusi gyümölcskonzerv,egyéb gyümölcsök,gyümölcskonzerv,0.007,0.013,0.002,0.013,0.12,,0.0005620000000000001,0.0175,0.41,0.019,0.032,0.0005200000000000001,0.00011,8e-05,,5e-07,1.3,,76.78,5.4e-05,4.4999999999999996e-05,,9e-06,,,,0.018,,,,6e-06,,,,,,
marhanyelv,"húsok, belsőségek",marha,0.133,0.016,0.069,0.006,0.31,,0.00424,0.0031,14.9,7.0,0.9,0.0029500000000000004,0.00287,0.00017,2.6e-05,9.4e-06,,,64.53,0.000125,0.00034,0.000653,7e-06,,,3.79e-06,7.24,,,,,,,,87.0,,
befőtt tartósító,ízesítők,adalékanyag,,,0.16,,,,,,0.0,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,
lecsópaprika,zöldségek,paprikafélék,0.02,0.01,0.003,0.01,0.224,0.0055,0.00047999999999999996,0.0804,0.86,0.058,0.062,0.00034,0.00013000000000000002,6.6e-05,0.000122,,1.7,2.4,93.89,5.7e-05,2.8e-05,9.900000000000001e-05,1e-05,0.00037,,,0.008,0.000208,0.000341,7.4e-06,1.8e-05,,2.1e-05,7e-06,,,
kóla,italok,üdítőital,0.009,,0.003,0.001,,0.0003,,,0.0,,,2e-05,8.999999999999999e-05,7e-06,3e-06,1.0000000000000001e-07,,9.94,89.36,,,,,,,,,,,,,,,,,,
csirkeláb,"húsok, belsőségek",csirkehús,0.083,0.005,0.067,0.088,0.01,0.013300000000000001,0.0004,,19.4,3.92,2.98,0.00091,0.00069,0.000102,,3.6000000000000003e-06,,,65.8,5.9999999999999995e-05,0.0002,,8.6e-05,0.00027,8e-06,4.6999999999999995e-07,5.5,,,2.0000000000000002e-07,3e-05,,,,84.0,3e-05,
nátrium-benzoát,ízesítők,adalékanyag,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karalábélevél,zöldségek,levélzöldség,0.025,0.027,0.017,0.232,0.165,0.0232,0.000742,0.0353,3.02,0.055,0.201,0.00047,0.00020999999999999998,4.6e-05,0.0006580000000000001,1.3e-06,4.0,0.46,89.62,5.4e-05,0.00013000000000000002,0.00026700000000000004,0.000129,0.00226,,,0.03,0.002991,0.004323,0.0004371,0.000251,,1.4e-05,2.8e-05,,,
szójaliszt,gabonaipari termékek,különleges liszt,0.494,0.429,0.013,0.206,0.461,0.1906,0.00432,,37.81,2.987,11.657,0.00637,0.00392,0.00292,0.002275,7.5e-06,9.6,7.5,5.16,0.0005809999999999999,0.00116,0.00159,0.000345,0.00195,,,4.561,7.2e-05,,7e-05,6e-06,,,,,,
mungóbab,zöldségek,hüvelyesek,0.367,0.189,0.015,0.132,0.382,0.0979,0.002251,0.0048,23.86,0.348,0.384,0.00674,0.00268,0.000941,0.001035,8.2e-06,16.3,6.6,9.05,0.000621,0.00023300000000000003,0.00191,0.000625,0.00051,,,0.161,6.8e-05,,9e-06,6e-06,,,,,,
chiamag,magvak,olajos magvak,0.86,0.335,0.016,0.631,,,0.00883,0.0016,16.54,3.33,23.665,0.007719999999999999,0.00458,0.000924,0.0027229999999999997,5.52e-05,34.4,,5.8,0.00062,0.00017,,4.9e-05,0.0005,,,2.309,,,,,,,,,,
útifű maghéj,"gyógynövények, virágok",n/a,,,,,,,,,0.0,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,
omlós tészta,gabonaipari termékek,tésztaalap,0.045,0.008,0.409,0.01,0.02,,0.001145,,2.97,9.596,3.292,0.00102,0.0002,4.4999999999999996e-05,0.00018099999999999998,4e-06,1.8,,19.25,6.7e-05,5.2e-05,0.00031,2.5e-05,5e-05,,,10.206,,,,,,,,,,1.8e-05
tenger gyümölcsei mix,tenger gyümölcsei,tenger gyümölcsei,0.198,0.019,0.601,0.039,0.01,0.065,0.00035,,14.67,0.187,0.192,0.0016200000000000001,0.00051,5.3e-05,8.5e-05,3.06e-05,,,78.98,1.4999999999999999e-05,4e-05,0.000148,5e-06,0.00068,1e-06,1.1279999999999999e-05,0.12,,,2.0000000000000002e-07,9e-05,,,,30.0,9e-05,
négercsók,egyéb alapanyagok,egyéb,,,,,,,,,1.0,3.0,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,
almapaprika,zöldségek,paprikafélék,0.02,0.01,0.003,0.01,0.224,0.0055,0.00047999999999999996,0.0804,0.86,0.058,0.062,0.00034,0.00013000000000000002,6.6e-05,0.000122,,1.7,2.4,93.89,5.7e-05,2.8e-05,9.900000000000001e-05,1e-05,0.00037,,,0.008,0.000208,0.000341,7.4e-06,1.8e-05,,2.1e-05,7e-06,,,
túró rudi,tejtermékek,egyéb tejtermék,,,0.11,,,,,,9.0,15.0,,,,,,,1.0,38.0,,,,,,,,,,,,,,,,,,,
vegyes savanyúság,zöldségek,savanyúságok,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mojo szósz,ízesítők,fűszeres szósz,,,0.98,,,,,,7.0,7.0,,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,
almapüré,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.005,0.003,0.002,0.004,0.027,0.0022,8.400000000000001e-05,0.001,0.17,0.008,0.014,0.00023,2.9999999999999997e-05,2.7e-05,2.5e-05,3e-07,1.1,9.39,88.22,2.6e-05,2.9999999999999997e-05,4.1e-05,3e-06,0.00016,,,0.002,1.3e-05,1.8e-05,5e-07,1e-06,,,9e-06,,,
pulykanyak,"húsok, belsőségek",pulyka,0.16,0.015,0.233,0.024,0.364,0.054,0.004924,,16.51,1.647,1.478,0.00101,0.0033900000000000002,0.00014199999999999998,5.6e-05,2.86e-05,,,75.92,5.1e-05,0.000211,0.0008010000000000001,5e-06,0.00011999999999999999,1.3e-05,1.76e-06,1.824,,,,1.3e-05,,,,115.0,1.3e-05,
hulala cucina főzőkrém,egyéb alapanyagok,egyéb,,,0.06,,,,,,3.0,22.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,
cider,italok,alkoholos ital,0.02,0.011,0.005,0.008,0.054,0.005,0.000166,,0.07,,,0.00037,0.00013000000000000002,7e-06,0.000124,2.0000000000000002e-07,,0.79,86.58,5e-06,2.3e-05,3.7e-05,1e-06,,,,,,,,,,,,,,
afrikai harcsa,halak,édesvizi hal,0.204,0.019,0.098,0.008,0.154,0.065,0.002105,,15.23,1.31,1.119,0.00023,0.00047999999999999996,3.2e-05,1.4999999999999999e-05,8.2e-06,,,79.06,2e-05,8.3e-05,0.00067,1e-05,0.0008100000000000001,9e-06,2.88e-06,2.573,,,2.1000000000000002e-06,,,,,55.0,,
angolszalonna,"felvágottak, húskrémek",szalonna,,,1.8,,,,,,17.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
arab hétfűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barna mártás,ízesítők,"mártás, öntet",,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cappuccino por,italok,kávé,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
császárkörte aroma,ízesítők,aroma,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
császárszalonna,"felvágottak, húskrémek",szalonna,0.166,0.013,0.751,0.006,0.266,0.047799999999999995,0.004022,,13.66,12.615,5.757,0.00038,0.00114,4.6e-05,1.2e-05,2.01e-05,,0.35,46.74,0.00027600000000000004,8.1e-05,0.000555,,0.00043,1.6e-05,5e-07,15.922,,,,1.1e-05,,,,66.0,1.1e-05,
desszertbor,italok,alkoholos ital,0.009,0.009,0.009,0.008,,0.005,0.000213,,0.2,,,0.00023999999999999998,7.000000000000001e-05,4.4999999999999996e-05,0.00011899999999999999,5e-07,,7.78,70.51,1.7999999999999997e-05,1.7999999999999997e-05,3.2e-05,,,,,,,,,,,,,,,
cukormentes befőzőcukor,édesítők,cukrok,,,0.17,,,,,,0.0,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,
durumliszt,gabonaipari termékek,lisztek,0.508,0.144,0.002,0.034,0.419,,0.006738,,13.68,0.454,0.978,0.00352,0.0041600000000000005,0.000553,0.003012,8.94e-05,,,10.94,0.000419,0.000121,0.0009350000000000001,4.3e-05,,,,0.344,,,,,,,,,,
édes-savanyú mártás,ízesítők,"mártás, öntet",0.007,0.008,0.539,0.01,0.053,0.0024,0.000187,0.0087,0.27,,,0.00020999999999999998,8.999999999999999e-05,7.9e-05,0.000761,4.0000000000000003e-07,0.1,18.75,60.27,4.8e-05,1.9e-05,9.3e-05,8e-06,1e-05,,,,6e-06,,2.0000000000000002e-07,1e-06,,,,,,
feketebabszósz,ízesítők,fűszeres szósz,,,6.546,,,,,,5.0,,,,,,,,5.0,10.0,,,,,,,,,,,,,,,,,,,
fenyőcsúcs,"gyógynövények, virágok",n/a,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
füstölt lapocka,"felvágottak, húskrémek",sonkák,,,0.98,,,,,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
füstölt tarja,"húsok, belsőségek",sertés,,,1.5,,,,,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
glutén,gabonaipari termékek,egyéb,0.26,0.025,0.029,0.142,,,,,75.16,0.272,0.81,0.0052,0.00085,0.000182,,3.97e-05,0.6,,8.2,,,,,,,,0.156,,,,,,,,,,
kínai zöldségkeverék,zöldségek,egyéb zöldségkészítmény,,,0.02,,,,,,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
kókuszcukor,édesítők,cukrok,,,0.072,,,,,,1.0,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,
konzerv vagdalthús,"felvágottak, húskrémek",egyéb húskészítmény,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maláj aszaltszilva mártás,ízesítők,"mártás, öntet",,0.004,0.17,,,,,,0.0,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
nori lap,zöldségek,egyéb zöldségkészítmény,0.058,0.002,0.048,0.07,0.159,0.0104,0.00147,0.039,5.81,0.061,0.11,0.0018,0.0010500000000000002,0.000264,0.000988,7e-07,0.3,0.49,85.03,9.800000000000001e-05,0.000446,0.000521,0.000146,0.001,,,0.025,0.003121,,4e-06,0.00026,,,,,,
paradicsomszósz,ízesítők,"mártás, öntet",0.027,0.015,0.474,0.014,0.098,0.0099,0.000991,0.007,1.2,0.041,0.121,0.0009599999999999999,0.00022,0.000115,0.00011300000000000001,6e-07,1.5,3.56,91.28,2.4e-05,6.500000000000001e-05,0.000309,9e-06,0.0014399999999999999,,,0.045,0.000259,2.4e-05,2.8e-06,2.2e-05,0.013895,,3e-06,,,
prosecco - habzóbor,italok,alkoholos ital,,,,,,,,,0.07,,,,,,,,,,86.56,,,,,,,,,,,,,,,,,,
